first_name,last_name,team,league,nationality,position,shirt,dob,age,skill_avg
Anders,Bjerregaard,Brondby,Others,Danish,DM,6,1974-04-09,22,52.12
Mogens,Krogh,Brondby,Others,Danish,GK,1,1963-10-31,32,55.25
Ole,Bjur,Brondby,Others,Danish,RM,7,1968-09-13,27,51.17
John,Jensen,Brondby,Others,Danish,DM,11,1965-05-03,31,52.88
Kim,Vilfort,Brondby,Others,Danish,DM,16,1962-11-15,33,47.58
Ole,Puggaard,Brondby,Others,Danish,DM,14,1974-02-05,22,53.08
Thomas,Thogersen,Brondby,Others,Danish,AM,15,1968-04-02,28,53.0
Emeka,Andersen,Brondby,Others,Danish,GK,13,1975-01-01,21,50.08
Kenneth Fuhr,Pedersen,Brondby,Others,Danish,FOR,12,1976-01-04,20,52.33
Soren,Colding,Brondby,Others,Danish,DM,18,1972-09-02,23,45.75
Jesper,Kristensen,Brondby,Others,Danish,AM,19,1971-10-09,24,48.21
Christian,Clem,Brondby,Others,Danish,RM,20,1973-01-06,23,45.54
Kim,Daugaard,Brondby,Others,Danish,LM,21,1974-06-29,22,45.67
Soren,Hansen,Brondby,Others,Danish,GK,17,1969-04-17,27,47.67
David,Poulsen,Brondby,Others,Danish,FOR,23,1973-05-25,23,51.46
Bo,Hansen,Brondby,Others,Danish,FOR,24,1972-06-16,24,50.92
Ruben,Bagger,Brondby,Others,Danish,FOR,22,1972-01-16,24,52.0
Peder,Knudsen,Silkeborg,Others,Danish,RM,7,1977-01-01,19,52.0
Michael,Hansen,Silkeborg,Others,Danish,DM,11,1977-01-01,19,56.17
Michael,Larsen,Silkeborg,Others,Danish,CD,5,1969-01-01,27,53.04
Lars,Melvang,Silkeborg,Others,Danish,CD,4,1974-01-01,22,53.33
Kenni,Sommer,Silkeborg,Others,Danish,FOR,9,1972-01-01,24,60.62
Morten,Bruun,Silkeborg,Others,Danish,DM,6,1977-01-01,19,52.08
Soren,Frederiksen,Silkeborg,Others,Danish,FOR,10,1977-01-01,19,59.75
Jesper,Thygesen,Silkeborg,Others,Danish,LM,8,1973-01-01,23,50.29
Flemming,Moldrup,Silkeborg,Others,Danish,LB,3,1975-01-01,21,51.21
Christian Duus,Petersen,Silkeborg,Others,Danish,RB,2,1976-01-01,20,54.54
Jens,Krogh,Silkeborg,Others,Danish,GK,1,1972-01-01,24,55.88
Henrik,Kastbjerg,Silkeborg,Others,Danish,CD,12,1977-01-01,19,51.75
Einar,Rossbach,Silkeborg,Others,Norwegian,GK,13,1970-01-01,26,52.62
Allan,Reese,Silkeborg,Others,Danish,FOR,16,1968-01-01,28,53.5
Peter,Sorensen,Silkeborg,Others,Danish,DM,15,1970-01-01,26,52.08
Keld,Bordinggaard,Silkeborg,Others,Danish,DM,14,1976-01-01,20,58.96
Heine,Fernandez,Silkeborg,Others,Danish,FOR,19,1972-01-01,24,55.92
Slobodan,Marovic,Silkeborg,Others,Yugoslavian,DM,18,1968-01-01,28,55.83
Peter,Kjaer,Silkeborg,Others,Danish,GK,17,1969-01-01,27,56.54
Claus,Struck,Aarhus,Others,Danish,DM,8,1970-09-16,25,53.17
Niels,Jorgensen,Aarhus,Others,Danish,GK,1,1971-01-24,25,52.83
Torben,Piechnik,Aarhus,Others,Danish,CD,4,1963-05-21,33,51.46
Martin,Nielsen,Aarhus,Others,Danish,CD,5,1973-07-24,23,51.54
Stig,Tofting,Aarhus,Others,Danish,DM,11,1969-08-14,26,52.38
Gunner,Lind,Aarhus,Others,Danish,RB,2,1971-01-29,25,53.12
Henrik,Mortensen,Aarhus,Others,Danish,LM,7,1968-02-12,28,49.42
Thomas,Thorninger,Aarhus,Others,Danish,FOR,9,1972-10-20,23,56.79
Lars,Lambaek,Aarhus,Others,Danish,FOR,10,1967-12-17,28,56.79
Jan,Bartram,Aarhus,Others,Danish,RM,6,1962-03-06,34,53.0
Flemming,Lindebjerg,Aarhus,Others,Danish,LB,3,1968-05-11,28,54.17
Arek,Gmur,Aarhus,Others,Danish,CD,12,1966-10-15,29,50.21
Lars,Windfeld,Aarhus,Others,Danish,GK,13,1962-10-03,33,52.88
Palle,Sorensen,Aarhus,Others,Danish,DM,14,1972-04-04,24,51.21
Lennart,Bak,Aarhus,Others,Danish,FOR,15,1972-09-13,23,52.42
Nocko,Jokovic,Aarhus,Others,Danish,FR,16,1973-07-03,23,54.0
Dennis,Siim,Aarhus,Others,Danish,AM,17,1976-04-10,20,54.71
Martin,Jorgensen,Aarhus,Others,Danish,FOR,19,1975-10-06,20,50.83
Morten,Bisgaard,Odense,Others,Danish,DM,8,1974-01-01,22,53.0
Brian,Skaarup,Odense,Others,Danish,FOR,20,1968-01-01,28,48.08
Michael,Schjonberg,Odense,Others,Danish,LM,7,1972-01-01,24,49.04
Steen,Petterson,Odense,Others,Danish,RM,6,1970-01-01,26,53.25
Ulrik,Laursen,Odense,Others,Danish,LB,3,1971-01-01,25,50.46
Thomas,Knudsen,Odense,Others,Danish,CD,5,1972-01-01,24,51.58
Ove,Hansen,Odense,Others,Danish,FOR,10,1972-01-01,24,54.25
Johnny,Hansen,Odense,Others,Danish,RB,2,1977-01-01,19,53.58
Michael,Hemmingsen,Odense,Others,Danish,CD,4,1977-01-01,19,50.75
Lars,Hogh,Odense,Others,Danish,GK,1,1977-01-01,19,52.92
Henrik,Risom,Odense,Others,Danish,AM,11,1976-01-01,20,52.71
Carsten,Dethlefsen,Odense,Others,Danish,CD,12,1977-01-01,19,49.04
Alphonse,Tchami,Odense,Others,Cameroonian,FOR,16,1976-01-01,20,48.58
Jens,Madsen,Odense,Others,Danish,DM,14,1976-01-01,20,48.04
Jens,Melvang,Odense,Others,Danish,DM,15,1972-01-01,24,46.75
Torben,Sangild,Odense,Others,Danish,GK,13,1975-01-01,21,46.25
Steen,Nedergaard,Odense,Others,Danish,DM,18,1971-01-01,25,46.08
Kenneth,Jensen,Odense,Others,Danish,FOR,19,1977-01-01,19,51.33
Carsten,Hemmingsen,Odense,Others,Danish,DM,17,1973-01-01,23,48.46
Jesper,Hjorth,Odense,Others,Danish,FOR,21,1971-01-01,25,48.25
Toomas,Krom,Flora,Others,Estonian,FOR,9,1972-01-01,24,48.29
Marek,Lemsalu,Flora,Others,Estonian,CD,5,1968-01-01,28,44.21
Martin,Lepa,Flora,Others,Estonian,RB,2,1977-01-01,19,45.46
Toomas,Kallaste,Flora,Others,Estonian,LB,3,1976-01-01,20,45.0
Indro,Olumets,Flora,Others,Estonian,RM,7,1968-01-01,28,45.5
Mati,Pari,Flora,Others,Estonian,DM,11,1977-01-01,19,45.46
Janek,Kiisman,Flora,Others,Estonian,CD,4,1970-01-01,26,45.71
Toomas,Tohver,Flora,Others,Estonian,GK,1,1974-01-01,22,48.79
Ricardas,Zdancius,Flora,Others,Lithuanian,LM,8,1977-01-01,19,43.21
Lembit,Rajala,Flora,Others,Estonian,FOR,10,1973-01-01,23,46.08
Marko,Lelov,Flora,Others,Estonian,DM,6,1972-01-01,24,43.5
Tarmo,Saks,Flora,Others,Estonian,FOR,16,1977-01-01,19,46.58
Meelis,Lindmaa,Flora,Others,Estonian,DM,15,1977-01-01,19,46.04
Algimantas,Briaunys,Flora,Others,Lithuanian,GK,13,1970-01-01,26,46.0
Viktor,Alonen,Flora,Others,Estonian,RB,12,1974-01-01,22,47.33
Sergei,Ratnikov,Flora,Others,Estonian,DM,14,1969-01-01,27,42.54
Andres,Oper,Flora,Others,Estonian,FOR,17,1974-01-01,22,46.25
Ari,Lell,Flora,Others,Estonian,CD,19,1975-08-25,20,49.62
Urmas,Rooba,Flora,Others,Estonian,CD,18,1977-03-02,19,46.92
Urmas,Kirs,Flora,Others,Estonian,DM,20,1976-05-01,20,47.5
Magni,Jacobsen,Itrottarfelag,Others,Faroese,FOR,9,1971-01-01,25,47.17
Runi,Justinussen,Itrottarfelag,Others,Faroese,RB,2,1974-01-01,22,45.58
Magni,Jarnskor,Itrottarfelag,Others,Faroese,RM,6,1969-01-01,27,45.25
Jens Martin,Knudsen,Itrottarfelag,Others,Faroese,GK,1,1968-01-01,28,45.17
Petur Pall,Mikkelsen,Itrottarfelag,Others,Faroese,LB,3,1969-01-01,27,47.12
Samal,Joensen,Itrottarfelag,Others,Faroese,AM,11,1974-01-01,22,45.67
Plamen,Timnev,Itrottarfelag,Others,Bulgarian,FOR,10,1970-01-01,26,46.75
Pauli,Jarnskor,Itrottarfelag,Others,Faroese,LM,7,1970-01-01,26,44.0
Pol,Ennigard,Itrottarfelag,Others,Faroese,SW,4,1970-01-01,26,49.33
Janus,Rasmussen,Itrottarfelag,Others,Faroese,CD,5,1973-01-01,23,44.75
Joan Petur,Olsen,Itrottarfelag,Others,Faroese,AM,8,1973-01-01,23,49.58
Arian,Begaj,Itrottarfelag,Others,Albanian,GK,13,1969-01-01,27,42.08
Heini,Heinason,Itrottarfelag,Others,Faroese,FOR,15,1969-01-01,27,41.62
Elton,Hasani,Itrottarfelag,Others,Albanian,DM,14,1971-01-01,25,41.0
John,Petersen,Itrottarfelag,Others,Faroese,FOR,16,1970-01-01,26,40.83
Henning,Jarnskor,Itrottarfelag,Others,Faroese,CD,12,1969-01-01,27,38.17
Erland,Tvorfoss,Itrottarfelag,Others,Faroese,DM,19,1975-09-12,20,47.92
Martin,Reim,Itrottarfelag,Others,Estonian,FOR,18,1971-01-01,25,41.29
Simun Petur,Justinussen,Itrottarfelag,Others,Faroese,CD,17,1970-01-01,26,41.17
Miikka,Multaharju,MYPA,Others,Finnish,DM,6,1977-10-09,18,50.71
Sami,Mahlio,MYPA,Others,Finnish,RM,7,1972-01-12,24,48.08
Antti,Pohja,MYPA,Others,Finnish,LM,8,1977-01-11,19,49.46
Jarkko,Koskinen,MYPA,Others,Finnish,CD,5,1975-01-31,21,48.71
Sami,Hyypia,MYPA,Others,Finnish,LB,3,1973-10-01,22,48.67
Petri,Jakonen,MYPA,Others,Finnish,GK,1,1967-06-09,29,51.29
Toni,Huttunen,MYPA,Others,Finnish,RB,2,1973-01-12,23,52.83
Anders,Roth,MYPA,Others,Finnish,DM,11,1967-03-17,29,52.79
Ilpo,Hellsten,MYPA,Others,Finnish,CD,4,1962-12-07,33,51.12
Mika,Hernesniemi,MYPA,Others,Finnish,FOR,10,1973-05-02,23,55.0
Niclas,Gronholm,MYPA,Others,Finnish,FOR,9,1968-06-16,28,55.25
Tommi,Kautonen,MYPA,Others,Finnish,DM,15,1971-12-24,24,51.21
Jukka,Koskinen,MYPA,Others,Finnish,CD,12,1972-11-29,23,48.38
Vesa,Vuorinen,MYPA,Others,Finnish,GK,13,1967-05-03,29,49.0
Jani,Uotinen,MYPA,Others,Finnish,DM,14,1978-05-17,18,47.38
Mauri,Keskitalo,MYPA,Others,Finnish,FOR,16,1965-09-25,30,51.25
Jukka,Lindstrom,MYPA,Others,Finnish,RB,17,1977-01-19,19,46.62
Mika,Viljanen,MYPA,Others,Finnish,LB,18,1968-03-30,28,45.46
Joonas,Kolkka,MYPA,Others,Finnish,FOR,21,1974-09-28,21,48.79
Petri,Tianen,MYPA,Others,Finnish,AM,19,1966-09-26,29,51.0
Mikko,Soivio,MYPA,Others,Finnish,FOR,20,1977-08-07,18,48.54
Aleksander,Iashvili,Din. Tibilisi,Others,Georgian,FOR,9,1972-01-01,24,50.21
Georgi,Kiknadze,Din. Tibilisi,Others,Georgian,RW,7,1976-01-01,20,57.21
Nugzar,Lobjanidze,Din. Tibilisi,Others,Georgian,CD,5,1974-01-01,22,51.54
Gocha,Jamarauli,Din. Tibilisi,Others,Georgian,LW,8,1972-01-01,24,51.08
Mikhail,Piliyev,Din. Tibilisi,Others,Russian,DM,11,1975-01-01,21,52.29
Murtaz,Shelia,Din. Tibilisi,Others,Georgian,CD,4,1975-01-01,21,53.08
Georgi,Demetradze,Din. Tibilisi,Others,Georgian,FOR,10,1975-01-01,21,62.04
Nikoloz,Chkeidze,Din. Tibilisi,Others,Georgian,GK,1,1968-01-01,28,53.04
Georgi,Nemsadze,Din. Tibilisi,Others,Georgian,DM,6,1973-01-01,23,53.62
Besik,Beradze,Din. Tibilisi,Others,Georgian,LB,3,1973-01-01,23,52.42
Kaichi,Kaladze,Din. Tibilisi,Others,Georgian,RB,2,1972-08-11,23,47.33
Chris,Morgan,Din. Tibilisi,Others,Irish,FOR,16,1968-01-01,28,57.83
Irakli,Zoidze,Din. Tibilisi,Others,Georgian,GK,13,1970-01-01,26,50.08
Levan,Tskitishvili,Din. Tibilisi,Others,Georgian,DM,12,1972-01-01,24,48.17
Givi,Didava,Din. Tibilisi,Others,Georgian,CD,14,1976-01-01,20,47.62
Sergey,Antipov,Din. Tibilisi,Others,Russian,DM,15,1977-01-01,19,49.25
Roin,Kerdzevadze,Din. Tibilisi,Others,Georgian,DM,19,1969-04-28,27,53.75
Kakhi,Kacharava,Din. Tibilisi,Others,Georgian,FOR,20,1969-06-12,27,50.46
Levan,Kobiashvli,Din. Tibilisi,Others,Georgian,CD,17,1976-06-29,20,50.58
Charis,Kopitsis,Athens,Others,Greek,FOR,9,1969-03-05,27,56.62
Christos,Kostis,Athens,Others,Greek,DM,8,1972-01-15,24,52.25
Vaios,Karagiannis,Athens,Others,Greek,CD,5,1968-06-25,28,49.04
Stelios,Manolas,Athens,Others,Greek,LB,3,1961-07-13,35,53.92
Spiros,Oikonomopoulos,Athens,Others,Greek,GK,1,1959-10-26,36,53.21
Christos,Maladenis,Athens,Others,Greek,LM,11,1974-05-23,22,49.17
Giwrgos,Theodoridis,Athens,Others,Greek,RB,2,1973-07-08,23,52.67
Stavros,Stamatis,Athens,Others,Greek,DM,6,1966-01-13,30,49.92
Mihalis,Kasapis,Athens,Others,Greek,RM,7,1971-08-06,24,50.62
Vasilis,Borbokis,Athens,Others,Greek,CD,4,1969-02-10,27,50.79
Vasilis,Dimitriadis,Athens,Others,Greek,FOR,10,1966-02-01,30,53.12
Timour,Ketspagia,Athens,Others,Greek,FOR,12,1968-03-18,28,49.96
Toni,Savevski,Athens,Others,Greek,DM,16,1963-06-14,33,47.71
Nikos,Kostenoglou,Athens,Others,Greek,RB,15,1970-10-03,25,49.08
Mihalis,Vlahos,Athens,Others,Greek,CD,14,1967-09-20,28,49.33
Vasilis,Karagiannis,Athens,Others,Greek,GK,13,1969-09-27,26,48.33
Ilias,Atmatzidis,Athens,Others,Greek,GK,18,1969-04-24,27,47.04
Girogos,Koutoulas,Athens,Others,Greek,CD,17,1967-09-09,28,46.96
Demhs,Nikolaidhs,Athens,Others,Greek,FOR,21,1970-01-01,26,48.71
Anton,Ntompos,Athens,Others,Greek,RB,23,1965-10-13,30,47.38
Veridiano,Marchelo,Athens,Others,Brazilian,AM,22,1972-01-01,24,49.67
Daniel,Batista,Athens,Others,Greek,AM,20,1964-09-09,31,46.58
Kostas,Pavlopoulos,Athens,Others,Greek,LB,19,1971-04-26,25,47.0
Stratos,Apostolakis,Panathinaikos,Others,Greek,RB,2,1964-05-11,32,53.75
Bledar,Kola,Panathinaikos,Others,Greek,DM,7,1972-08-01,23,54.38
Antonis,Nikopolides,Panathinaikos,Others,Greek,GK,1,1971-01-04,25,50.25
Ioannis,Thomaides,Panathinaikos,Others,Greek,FOR,10,1972-02-29,24,56.79
George S,Georgiadis,Panathinaikos,Others,Greek,LB,3,1971-01-30,25,51.0
Krystof,Warzycha,Panathinaikos,Others,Polish,FOR,9,1964-11-17,31,57.46
Louis,Cristodoulou,Panathinaikos,Others,Greek,LM,11,1967-08-07,28,50.08
Theofilaktos,Nikolaides,Panathinaikos,Others,Greek,DM,8,1973-07-21,23,50.38
Dimitris,Markos,Panathinaikos,Others,Greek,DM,6,1971-01-31,25,52.83
George,Kapouranis,Panathinaikos,Others,Greek,CD,5,1966-05-20,30,51.62
Ioannis,Kallitzakis,Panathinaikos,Others,Greek,CD,4,1966-12-10,29,52.21
Alexis,Alexoudis,Panathinaikos,Others,Greek,FOR,16,1972-06-20,24,51.08
Andreas,Lagonikakis,Panathinaikos,Others,Greek,FOR,12,1972-04-03,24,51.42
Spiros,Maragos,Panathinaikos,Others,Greek,DM,14,1967-07-03,29,48.67
George C,Georgiadis,Panathinaikos,Others,Greek,DM,15,1972-03-08,24,47.92
Marinos,Ouzounidis,Panathinaikos,Others,Greek,CD,13,1968-10-10,27,50.33
Josef,Wandzik,Panathinaikos,Others,Greek,GK,17,1963-08-13,32,57.08
William,De Andrade,Panathinaikos,Others,Brazilian,CD,21,1967-12-27,28,52.38
Nikos,Lymperopoulos,Panathinaikos,Others,Greek,DM,19,1975-08-04,20,51.96
Remy,Loret,Panathinaikos,Others,French,RB,18,1972-08-19,23,47.29
George,Nassiopoulos,Panathinaikos,Others,Greek,FOR,20,1973-05-25,23,49.54
Dario,Silva,Panathinaikos,Others,Mexican,FOR,22,1969-01-01,27,59.54
,Georgevic,Olympiakos,Others,Yugoslavian,FR,10,1975-01-01,21,52.88
,Gewrgatos,Olympiakos,Others,Greek,RM,7,1973-01-01,23,48.67
Dimitris,Eleytheropoulos,Olympiakos,Others,Greek,GK,1,1976-01-01,20,49.12
Mirca,Varesanovic,Olympiakos,Others,Serbian,RB,2,1972-05-31,24,49.92
Yiorgos,Skartados,Olympiakos,Others,Greek,LB,3,1960-04-07,36,52.0
Alexandros,Alexandris,Olympiakos,Others,Greek,FOR,9,1968-10-21,27,55.25
Andreas,Niniadis,Olympiakos,Others,Greek,LM,8,1971-02-10,25,52.38
Yorgos,Amanatidis,Olympiakos,Others,Greek,CD,5,1970-04-04,26,50.58
Vassilis,Karapialis,Olympiakos,Others,Greek,DM,6,1965-06-13,31,51.5
Grigoris,Troupkos,Olympiakos,Others,Greek,DM,11,1971-12-11,24,49.42
Nikos,Dabizas,Olympiakos,Others,Greek,CD,4,1971-01-01,25,50.0
Ilija,Ivic,Olympiakos,Others,Yugoslavian,FOR,16,1971-12-17,24,48.75
Foto,Strakosha,Olympiakos,Others,Albanian,GK,13,1965-03-29,31,51.04
Vassilis,Ioannidis,Olympiakos,Others,Greek,CD,12,1967-06-24,29,48.04
Petros,Passalis,Olympiakos,Others,Greek,DM,14,1974-04-10,22,48.79
Panagiotis,Gonias,Olympiakos,Others,Greek,DM,15,1971-10-06,24,45.5
,Sapanis,Olympiakos,Others,Greek,FOR,18,1973-12-29,22,52.33
Kiriakos,Karataidis,Olympiakos,Others,Greek,CD,17,1965-07-04,31,46.08
Hristos,Kallatzis,Olympiakos,Others,Greek,CD,19,1962-11-30,33,54.04
Grigoris,Yorgatos,Olympiakos,Others,Greek,DM,20,1963-02-11,33,49.5
Imre,Aranyos,Ferencvaros,Others,Hungarian,LM,11,1975-01-01,21,49.42
Zsolt,Paling,Ferencvaros,Others,Hungarian,DM,6,1969-01-01,27,52.75
Dejan,Milovanovic,Ferencvaros,Others,Hungarian,DM,8,1971-01-01,25,52.42
Attila,Hajdu,Ferencvaros,Others,Hungarian,GK,1,1974-01-01,22,54.42
Elek,Nyilas,Ferencvaros,Others,Yugoslavian,RM,7,1977-01-01,19,49.08
Andras,Telek,Ferencvaros,Others,Hungarian,RB,2,1970-01-01,26,53.12
Gabor,Zavadszky,Ferencvaros,Others,Hungarian,FOR,10,1973-01-01,23,53.25
Zsolt,Nagy,Ferencvaros,Others,Hungarian,FOR,9,1970-01-01,26,52.88
Norbert,Nagy,Ferencvaros,Others,Hungarian,CD,5,1972-01-01,24,49.88
Sergei,Kuznetsov,Ferencvaros,Others,Ukranian,CD,4,1976-01-01,20,52.58
Janos,Hrutka,Ferencvaros,Others,Hungarian,LB,3,1977-01-01,19,51.83
Ferenc,Hovarth,Ferencvaros,Others,Hungarian,FOR,12,1968-01-01,28,51.96
Jozsef,Szeiler,Ferencvaros,Others,Hungarian,GK,13,1973-01-01,23,50.33
Lazlo,Arany,Ferencvaros,Others,Hungarian,DM,16,1977-01-01,19,47.25
Tibor,Simon,Ferencvaros,Others,Hungarian,CD,14,1974-01-01,22,48.21
Levente,Schultz,Ferencvaros,Others,Hungarian,DM,20,1969-04-17,27,54.04
Josef,Keller,Ferencvaros,Others,Hungarian,CD,19,1967-05-20,29,44.0
Igor,Nichenko,Ferencvaros,Others,Ukranian,FOR,18,1976-01-01,20,48.42
Zoltan,Jagodics,Ferencvaros,Others,Hungarian,RB,17,1976-01-01,20,46.54
Michele,Andrisani,Ferencvaros,Others,Italian,DM,22,1963-08-06,32,37.79
Holger,Fach,Ferencvaros,Others,German,DM,21,1962-09-06,33,53.0
Andri,Marteinsson,Hafnarfjardar,Others,Icelandic,AM,11,1969-01-01,27,48.04
Jon,Sveinsson,Hafnarfjardar,Others,Icelandic,RB,2,1971-01-01,25,49.88
Drazen,Podunavac,Hafnarfjardar,Others,Yugoslavian,CD,4,1968-01-01,28,48.42
Alexey,Shiyanov,Hafnarfjardar,Others,Russian,GK,1,1970-01-01,26,50.04
Olafur,Stephensen,Hafnarfjardar,Others,Icelandic,DM,7,1977-01-01,19,48.92
Thorhallur,Vikingsson,Hafnarfjardar,Others,Icelandic,LM,8,1975-01-01,21,46.21
Petr,Mrazek,Hafnarfjardar,Others,Czech,LB,3,1975-01-01,21,48.17
Kirill,Rybakov,Hafnarfjardar,Others,Russian,FOR,10,1974-01-01,22,51.25
Atli,Einarsson,Hafnarfjardar,Others,Icelandic,FOR,9,1969-01-01,27,45.42
Hallstein,Arnarson,Hafnarfjardar,Others,Icelandic,RM,6,1974-01-01,22,45.25
Olafur,Kristjansson,Hafnarfjardar,Others,Icelandic,CD,5,1969-01-01,27,43.79
Jon Erling,Ragnarsson,Hafnarfjardar,Others,Icelandic,FOR,16,1969-01-01,27,46.5
Thorsteinn,Jonsson,Hafnarfjardar,Others,Icelandic,DM,15,1972-01-01,24,47.54
Audun,Helgason,Hafnarfjardar,Others,Icelandic,CD,12,1974-01-01,22,48.0
Thorsteinn,Halldorsson,Hafnarfjardar,Others,Icelandic,DM,14,1974-01-01,22,49.88
Stefan,Arnarson,Hafnarfjardar,Others,Icelandic,GK,13,1970-01-01,26,46.17
David,Olafsson,Hafnarfjardar,Others,Icelandic,FOR,20,1973-04-26,23,49.75
Hordur,Magnusson,Hafnarfjardar,Others,Icelandic,FOR,18,1974-01-01,22,49.67
Edrin,Karaj,Hafnarfjardar,Others,Albanian,CD,17,1977-01-01,19,45.17
Stefan,Toth,Hafnarfjardar,Others,Slovakian,DM,19,1973-09-14,22,49.83
Istavan,Pisonet,Betar Jerusalem,Others,Hungarian,CD,6,1973-01-01,23,47.58
Shlomi,Maman,Betar Jerusalem,Others,Israelian,GK,1,1967-09-13,28,51.79
Saar,Saado,Betar Jerusalem,Others,Israelian,FOR,9,1975-09-23,20,50.04
Eli,Ohana,Betar Jerusalem,Others,Israelian,FOR,10,1964-02-01,32,50.62
Erez,Azulai,Betar Jerusalem,Others,Israelian,LM,8,1973-01-16,23,49.08
Levi,Shmulik,Betar Jerusalem,Others,Greek,CD,5,1972-06-09,24,49.17
Raanan,Deri,Betar Jerusalem,Others,Israelian,AM,11,1976-07-12,20,54.83
Ilan,Elhara,Betar Jerusalem,Others,Israelian,CD,4,1970-02-12,26,49.75
Soni,Levi,Betar Jerusalem,Others,Israelian,RB,2,1974-11-20,21,52.79
Nir,Reichman,Betar Jerusalem,Others,Israelian,RM,7,1975-09-24,20,52.17
Noam,Elboym,Betar Jerusalem,Others,Israelian,LB,3,1976-08-25,19,48.42
Sergei,Tartiak,Betar Jerusalem,Others,Ukranian,SW,14,1963-09-07,32,56.5
Itzik,Korenfein,Betar Jerusalem,Others,Israelian,GK,13,1971-09-24,24,50.0
Eitan,Mizrahi,Betar Jerusalem,Others,Israelian,DM,15,1972-01-22,24,49.29
Arik,Benado,Betar Jerusalem,Others,Israelian,CD,12,1973-12-05,22,49.33
Ronen,Harazi,Betar Jerusalem,Others,Israelian,FOR,16,1970-03-30,26,51.42
Gia,Grif,Betar Jerusalem,Others,Israelian,GK,18,1975-11-20,20,48.88
Stephan,Saloy,Betar Jerusalem,Others,Hungarian,DM,17,1966-09-26,29,47.17
Alexander,Yeliseyev,Skonto Riga,Others,Latvian,FOR,10,1977-01-01,19,47.33
Igor,Stepanov,Skonto Riga,Others,Latvian,RM,7,1968-01-01,28,46.29
Yury,Shevlyakov,Skonto Riga,Others,Latvian,CD,5,1969-01-01,27,43.5
Boris,Monyak,Skonto Riga,Others,Latvian,CD,4,1969-01-01,27,48.83
Oleg,Grishin,Skonto Riga,Others,Latvian,GK,1,1969-01-01,27,52.54
Einars,Gnedoy,Skonto Riga,Others,Latvian,LB,3,1973-01-01,23,47.71
Oleg,Blagonadezhdin,Skonto Riga,Others,Latvian,DM,8,1975-01-01,21,47.88
Vladimir,Babichev,Skonto Riga,Others,Latvian,FOR,9,1972-01-01,24,51.96
Vitaly,Astafyev,Skonto Riga,Others,Latvian,DM,6,1976-01-01,20,44.92
Elton,Koha,Skonto Riga,Others,Albanian,LM,11,1973-01-01,23,47.96
Valentin,Lobanyov,Skonto Riga,Others,Latvian,RB,2,1975-01-01,21,46.62
Mikhail,Zemlinsky,Skonto Riga,Others,Latvian,CD,12,1976-01-01,20,44.96
Alexey,Semyonov,Skonto Riga,Others,Latvian,FOR,15,1975-01-01,21,47.46
Raimonds,Laizans,Skonto Riga,Others,Latvian,GK,13,1976-01-01,20,51.46
Vadim,Mikutsky,Skonto Riga,Others,Latvian,DM,14,1968-01-01,28,49.33
Blago,Aleksandrov,Skonto Riga,Others,Bulgarian,FOR,16,1977-01-01,19,50.54
Imants,Bleidelis,Skonto Riga,Others,Latvian,DM,19,1968-06-01,28,51.71
Alexander,Pindeyev,Skonto Riga,Others,Ukranian,FOR,20,1972-03-31,24,48.21
Igor,Troitsky,Skonto Riga,Others,Latvian,RB,17,1975-01-01,21,50.88
Alexey,Klishin,Skonto Riga,Others,Latvian,LM,18,1975-01-01,21,50.12
Kestutis,Rudzionis,Inkaraz Grifas,Others,Lithuanian,RM,6,1973-01-01,23,43.62
Aurelijus,Skarbalius,Inkaraz Grifas,Others,Lithuanian,LM,8,1974-01-01,22,45.38
Valerijus,Kiseliovas,Inkaraz Grifas,Others,Lithuanian,FOR,9,1974-01-01,22,51.46
Darius,Maciulevicius,Inkaraz Grifas,Others,Lithuanian,DM,11,1969-01-01,27,49.75
Raimondas,Markauskas,Inkaraz Grifas,Others,Lithuanian,GK,1,1976-01-01,20,46.58
Audrius,Markevicius,Inkaraz Grifas,Others,Lithuanian,LB,3,1976-01-01,20,45.29
Arunas,Mika,Inkaraz Grifas,Others,Lithuanian,RB,2,1976-01-01,20,47.25
Minvydas,Matlasaitis,Inkaraz Grifas,Others,Lithuanian,CD,4,1977-01-01,19,45.38
Raimondas,Vainoras,Inkaraz Grifas,Others,Lithuanian,CD,5,1971-01-01,25,44.33
Giovanni,Chiaruzzi,Inkaraz Grifas,Others,Italian,DM,7,1971-01-01,25,43.42
Andrius,Slekys,Inkaraz Grifas,Others,Lithuanian,FOR,10,1971-01-01,25,50.88
Raimundas,Zutautas,Inkaraz Grifas,Others,Lithuanian,CD,20,1970-12-30,25,52.25
Eimantas,Poderis,Inkaraz Grifas,Others,Lithuanian,FOR,17,1974-01-01,22,46.58
Vytas,Vaskunas,Inkaraz Grifas,Others,Lithuanian,DM,15,1974-01-01,22,39.46
Marius,Poskus,Inkaraz Grifas,Others,Lithuanian,GK,13,1969-01-01,27,43.25
Rimas,Kazlauskas,Inkaraz Grifas,Others,Lithuanian,RB,14,1977-01-01,19,42.58
Rimuydas,Bakus,Inkaraz Grifas,Others,Lithuanian,DM,19,1967-10-06,28,47.58
Linas,Jakovlevas,Inkaraz Grifas,Others,Lithuanian,FOR,18,1970-01-01,26,47.29
Andrius,Upstas,Inkaraz Grifas,Others,Lithuanian,DM,16,1968-01-01,28,39.42
